"resource_id"	"resource_name"	"url"	"resource_type"	"description"	"project_id"	"test"
2037	"PhamDB"	"https://github.com/jglamine/phage"	"Tool"	"A web-based application for building Phamerator databases"	1	"test"
2038	"QSSPN"	"http://sysbio3.fhms.surrey.ac.uk/qsspn/"	"Tool"	"Dynamic simulation of molecular interaction networks describing gene regulation, signalling and whole-cell metabolism in human cells"	1	"test"
2039	"Peakr"	"http://www.peakr.org"	"Tool"	"Simulating solid-state NMR spectra of proteins"	1	"test"
2040	"RNAstructure"	"http://rna.urmc.rochester.edu/RNAstructureWeb"	"Tool"	"Web servers for RNA secondary structure prediction and analysis"	1	"test"
2041	"CancerPPD"	"http://crdd.osdd.net/raghava/cancerppd/"	"Tool"	"A database of anticancer peptides and proteins"	1	"test"
2042	"MAGNA++"	"http://www.nd.edu/~cone/MAGNA++/"	"Tool"	"Maximizing Accuracy in Global Network Alignment via both node and edge conservation"	1	"test"
2043	"flowDensity"	"http://master.bioconductor.org/packages/devel/bioc/html/flowDensity.html"	"Tool"	"Reproducing manual gating of flow cytometry data by automated density-based cell population identification"	1	"test"
2044	"PathVisio-Validator"	"http://pathvisio.org/wiki/PathVisioValidatorHelp"	"Tool"	"A rule-based validation plugin for graphical pathway notations"	1	"test"
2045	"DOOSS"	"http://dooss.computingforbiology.org"	"Tool"	"A tool for visual analysis of data overlaid on secondary structures"	1	"test"
2046	"PGP"	"https://bitbucket.org/andreyto/proteogenomics"	"Tool"	"Parallel prokaryotic proteogenomics pipeline for MPI clusters, high-throughput batch clusters and multicore workstations"	1	"test"
2047	"ENVIRONMENTS and EOL"	"http://environments.hcmr.gr"	"Tool"	"Identification of Environment Ontology terms in text and the annotation of the Encyclopedia of Life"	1	"test"
2048	"FERAL"	"http://homepage.tudelft.nl/53a60/resources/FERAL/FERAL.zip"	"Tool"	"Network-based classifier with application to breast cancer outcome prediction"	1	"test"
2049	"GTRAC"	"https://github.com/kedartatwawadi/GTRAC"	"Tool"	"Fast retrieval from compressed collections of genomic variants"	1	"test"
2050	"iPath2.0"	"http://pathways.embl.de"	"Tool"	"Interactive pathway explorer"	1	"test"
2051	"CLImAT"	"http://bioinformatics.ustc.edu.cn/CLImAT/"	"Tool"	"Accurate detection of copy number alteration and loss of heterozygosity in impure and aneuploid tumor samples using whole-genome sequencing data"	1	"test"
2052	"MIPS PlantsDB"	"http://mips.helmholtz-muenchen.de/plant/genomes.jsp"	"Tool"	"A database framework for comparative plant genome research"	1	"test"
2053	"AlphaMPSim"	"http://www.roslin.ed.ac.uk/john-hickey/software-packages/"	"Tool"	"Flexible simulation of multi-parent crosses"	1	"test"
2054	"FUN-L"	"http://funl.org"	"Tool"	"Gene prioritization for RNAi screens"	1	"test"
2055	"DockStar"	"http://bioinfo3d.cs.tau.ac.il/DockStar"	"Tool"	"A novel ILP-based integrative method for structural modeling of multimolecular protein complexes"	1	"test"
2056	"Orthologous Matrix (OMA) algorithm 2.0"	"http://omabrowser.org"	"Tool"	"More robust to asymmetric evolutionary rates and more scalable hierarchical orthologous group inference"	1	"test"
2057	"atSNP"	"https://github.com/keleslab/atSNP"	"Tool"	"Transcription factor binding affinity testing for regulatory SNP detection"	1	"test"
2058	"GMD"	"http://cran.r-project.org/web/packages/GMD/"	"Tool"	"Measuring the distance between histograms with applications on high-throughput sequencing reads"	1	"test"
2059	"MetaPSICOV"	"http://bioinf.cs.ucl.ac.uk/downloads/MetaPSICOV"	"Tool"	"Combining coevolution methods for accurate prediction of contacts and long range hydrogen bonding in proteins"	1	"test"
2060	"Galahad"	"https://galahad.esat.kuleuven.be"	"Tool"	"A web server for drug effect analysis from gene expression"	1	"test"
2061	"Olorin"	"http://www.sanger.ac.uk/resources/software/olorin"	"Tool"	"Combining gene flow with exome sequencing in large family studies of complex disease"	1	"test"
2062	"GlycoProfileAssigner"	"https://bitbucket.org/fergaljd/glycoprofileassigner"	"Tool"	"Automated structural assignment with error estimation for glycan LC data"	1	"test"
2063	"SMURFLite"	"http://smurf.cs.tufts.edu/smurflite/"	"Tool"	"Combining simplified Markov random fields with simulated evolution improves remote homology detection for beta-structural proteins into the twilight zone"	1	"test"
2064	"CUSHAW"	"http://cushaw.sourceforge.net"	"Tool"	"A CUDA compatible short read aligner to large genomes based on the Burrows–Wheeler transform"	1	"test"
2065	"StemChecker"	"http://stemchecker.sysbiolab.eu"	"Tool"	"A web-based tool to discover and explore stemness signatures in gene sets"	1	"test"
2066	"DEGseq"	"http://bioinfo.au.tsinghua.edu.cn/software/degseq"	"Tool"	"An R package for identifying differentially expressed genes from RNA-seq data"	1	"test"
2067	"BioGranat-IG"	"http://www.biogranat.org"	"Tool"	"A network analysis tool to suggest mechanisms of genetic heterogeneity from exome-sequencing data"	1	"test"
2068	"GenomicTools"	"http://code.google.com/p/ibm-cbc-genomic-tools"	"Tool"	"A computational platform for developing high-throughput analytics in genomics"	1	"test"
2069	"CHASM and SNVBox"	"http://wiki.chasmsoftware.org"	"Tool"	"Toolkit for detecting biologically important single nucleotide mutations in cancer"	1	"test"
2070	"MetaPhOrs"	"http://orthology.phylomedb.org"	"Tool"	"Orthology and paralogy predictions from multiple phylogenetic evidence using a consistency-based confidence score"	1	"test"
2071	"MRHMMs"	"http://sourceforge.net/projects/mrhmms/"	"Tool"	"Multivariate Regression Hidden Markov Models and the variantS"	1	"test"
2072	"PyGOLD"	"http://www.ccb.tu-dortmund.de/koch"	"Tool"	"A python based API for docking based virtual screening workflow generation"	1	"test"
2073	"G-SQZ"	"http://public.tgen.org/sqz"	"Tool"	"Compact encoding of genomic sequence and quality data"	1	"test"
2074	"CorMut"	"http://bioconductor.org/packages/release/bioc/html/CorMut.html"	"Tool"	"An R/Bioconductor package for computing correlated mutations based on selection pressure"	1	"test"
2075	"CR Cistrome"	"http://cistrome.org/cr/"	"Tool"	"A ChIP-Seq database for chromatin regulators and histone modification linkages in human and mouse"	1	"test"
2076	"MACE"	"http://mace.sookmyung.ac.kr/"	"Tool"	"Mutation-oriented profiling of chemical response and gene expression in cancers"	1	"test"
2077	"FadE"	"http://code.google.com/p/fade/"	"Tool"	"Whole genome methylation analysis for multiple sequencing platforms"	1	"test"
2078	"SNPhood"	"http://bioconductor.org/packages/SNPhood/"	"Tool"	"Investigate, quantify and visualise the epigenomic neighbourhood of SNPs using NGS data"	1	"test"
2079	"GeLL"	"http://phylo.bio.ku.edu/GeLL"	"Tool"	"A generalized likelihood library for phylogenetic models"	1	"test"
2080	"SNVMix"	"http://compbio.bccrc.ca"	"Tool"	"Predicting single nucleotide variants from next-generation sequencing of tumors"	1	"test"
2081	"Assemble"	"http://bioinformatics.org/assemble"	"Tool"	"An interactive graphical tool to analyze and build RNA architectures at the 2D and 3D levels"	1	"test"
2082	"LigDig"	"http://mcm.h-its.org/ligdig"	"Tool"	"A web server for querying ligand–protein interactions"	1	"test"
2083	"NetVenn"	"http://wheat.pw.usda.gov/NetVenn"	"Tool"	"An integrated network analysis web platform for gene lists"	1	"test"
2084	"DAVID-WS"	"http://david.abcc.ncifcrf.gov/"	"Tool"	"A stateful web service to facilitate gene/protein list analysis"	1	"test"
2085	"SVseq"	"http://www.engr.uconn.edu/~jiz08001/"	"Tool"	"An approach for detecting exact breakpoints of deletions with low-coverage sequence data"	1	"test"
2086	"FastMotif"	"http://lcsb-portal.uni.lu/bioinformatics"	"Tool"	"Spectral sequence motif discovery"	1	"test"
2087	"hPDI"	"http://bioinfo.wilmer.jhu.edu/PDI/"	"Tool"	"A database of experimental human protein–DNA interactions"	1	"test"
2088	"VARiD"	"http://compbio.cs.utoronto.ca/varid"	"Tool"	"A variation detection framework for color-space and letter-space platforms"	1	"test"
2089	"PASMet"	"http://pasmet.riken.jp/"	"Tool"	"A web-based platform for prediction, modelling and analyses of metabolic systems"	1	"test"
2090	"WIST"	"http://vimss.sf.net"	"Tool"	"Toolkit for rapid, customized LIMS development"	1	"test"
2091	"GOSSIP"	"http://bioinfo3d.cs.tau.ac.il/gossip/"	"Tool"	"A method for fast and accurate global alignment of protein structures"	1	"test"
2092	"PARS"	"http://bioinf.uab.cat/pars"	"Tool"	"A web server for the prediction of Protein Allosteric and Regulatory Sites"	1	"test"
2093	"DeuteRater"	"https://github.com/JC-Price/DeuteRater"	"Tool"	"A tool for quantifying peptide isotope precision and kinetic proteomics"	1	"test"
2094	"MRPrimerW"	"http://MRPrimerW.com"	"Tool"	"A tool for rapid design of valid high-quality primers for multiple target qPCR experiments"	1	"test"
2095	"iTagPlot"	"http://sourceforge.net/projects/itagplot/"	"Tool"	"An accurate computation and interactive drawing tool for tag density plot"	1	"test"
2096	"STITCH 4"	"http://stitch.embl.de"	"Tool"	"Integration of protein–chemical interactions with user data"	1	"test"
2097	"arrayMap 2014"	"http://www.arraymap.org"	"Tool"	"An updated cancer genome resource"	1	"test"
2098	"The Nucleic Acid Database"	"http://ndbserver.rutgers.edu"	"Tool"	"New features and capabilities"	1	"test"
2099	"tRNAscan-SE On-line"	"http://trna.ucsc.edu/tRNAscan-SE/"	"Tool"	"Integrating search and context for analysis of transfer RNA genes"	1	"test"
2100	"LocusExplorer"	"https://github.com/oncogenetics/LocusExplorer"	"Tool"	"A user-friendly tool for integrated visualization of human genetic association data and biological annotations"	1	"test"
2101	"SPICi"	"http://compbio.cs.princeton.edu/spici"	"Tool"	"A fast clustering algorithm for large biological networks"	1	"test"
2102	"PlantDHS"	"http://plantdhs.org"	"Tool"	"A database for DNase I hypersensitive sites in plants"	1	"test"
2103	"MEPD"	"http://mepd.cos.uni-heidelberg.de/"	"Tool"	"Medaka expression pattern database, genes and more"	1	"test"
2104	"Bridging the scales"	"http://www.tiga.uni-hd.de"	"Tool"	"Semantic integration of quantitative SBML in graphical multi-cellular models and simulations with EPISIM and COPASI"	1	"test"
2105	"gEVE"	"http://geve.med.u-tokai.ac.jp"	"Tool"	"A genome-based endogenous viral element database provides comprehensive viral protein-coding sequences in mammalian genomes"	1	"test"
2106	"ARBitrator"	"http://pmc.ucsc.edu/~wwwzehr/research/database/"	"Tool"	"A software pipeline for on-demand retrieval of auto-curated nifH sequences from GenBank"	1	"test"
2107	"MSA-PAD"	"http://www.myexperiment.org/workflows/4549.html"	"Tool"	"DNA multiple sequence alignment framework based on PFAM accessed domain information"	1	"test"
2108	"DOOR 2.0"	"http://csbl.bmb.uga.edu/DOOR/"	"Tool"	"Presenting operons and their functions through dynamic and integrated views"	1	"test"
2109	"The Standard European Vector Architecture (SEVA)"	"http://seva.cnb.csic.es"	"Tool"	"A coherent platform for the analysis and deployment of complex prokaryotic phenotypes"	1	"test"
2110	"RCPedia"	"http://www.bioinfo.mochsl.org.br/rcpedia"	"Tool"	"A database of retrocopied genes"	1	"test"
2111	"EDDY"	"http://biocomputing.tgen.org/software/EDDY"	"Tool"	"A novel statistical gene set test method to detect differential genetic dependencies"	1	"test"
2112	"EcoliWiki"	"http://ecoliwiki.net"	"Tool"	"A wiki-based community resource for Escherichia coli"	1	"test"
2113	"JuncDB"	"http://juncdb.carmelab.huji.ac.il/"	"Tool"	"An exon–exon junction database"	1	"test"
2114	"MAGNA"	"http://nd.edu/~cone/MAGNA"	"Tool"	"Maximizing Accuracy in Global Network Alignment"	1	"test"
2115	"pyDockWEB"	"http://life.bsc.es/servlet/pydock"	"Tool"	"A web server for rigid-body protein–protein docking using electrostatics and desolvation scoring"	1	"test"
2116	"SynLethDB"	"http://histone.sce.ntu.edu.sg/SynLethDB/"	"Tool"	"Synthetic lethality database toward discovery of selective and sensitive anticancer drug targets"	1	"test"
2117	"agplus"	"http://github.com/kazumits/agplus"	"Tool"	"A rapid and flexible tool for aggregation plots"	1	"test"
2118	"MSPIP"	"http://compomics.com/"	"Tool"	"A tool for MS/MS peak intensity prediction"	1	"test"
2119	"biRte"	"http://bioconductor.org"	"Tool"	"Bayesian inference of context-specific regulator activities and transcriptional networks"	1	"test"
2120	"MemBuilder"	"http://www.membuilder.org"	"Tool"	"A web-based graphical interface to build heterogeneously mixed membrane bilayers for the GROMACS biomolecular simulation program"	1	"test"
2121	"SpeeDB"	"http://www.parallelcomputing.ca"	"Tool"	"Fast structural protein searches"	1	"test"
2122	"damidseq_pipeline"	"http://owenjm.github.io/damidseq_pipeline"	"Tool"	"An automated pipeline for processing DamID sequencing datasets"	1	"test"
2123	"TIN-X"	"http://www.newdrugtargets.org"	"Tool"	"Target importance and novelty explorer"	1	"test"
2124	"XIBD"	"http://bioinf.wehi.edu.au/software/XIBD"	"Tool"	"Software for inferring pairwise identity by descent on the X chromosome"	1	"test"
2125	"LAMSA"	"https://github.com/hitbc/LAMSA"	"Tool"	"Fast split read alignment with long approximate matches"	1	"test"
2126	"PrePPI"	"http://bhapp.c2b2.columbia.edu/PrePPI"	"Tool"	"A structure-informed database of protein–protein interactions"	1	"test"
2127	"The Aspergillus Genome Database (AspGD)"	"http://www.aspgd.org"	"Tool"	"Recent developments in comprehensive multispecies curation, comparative genomics and community resources"	1	"test"
2128	"DisVis"	"https://github.com/haddocking/disvis"	"Tool"	"Quantifying and visualizing accessible interaction space of distance-restrained biomolecular complexes"	1	"test"
2129	"NutriChem"	"http://cbs.dtu.dk/services/NutriChem-1.0"	"Tool"	"A systems chemical biology resource to explore the medicinal value of plant-based foods"	1	"test"
2130	"YM500"	"http://ngs.ym.edu.tw/ym500/"	"Tool"	"A small RNA sequencing (smRNA-seq) database for microRNA research"	1	"test"
2131	"NeXO Web"	"http://www.nexontology.org"	"Tool"	"The NeXO ontology database and visualization platform"	1	"test"
2132	"AUCpreD"	"http://raptorx2.uchicago.edu/StructurePropertyPred/predict/"	"Tool"	"Proteome-level protein disorder prediction by AUC-maximized deep convolutional neural fields"	1	"test"
2133	"SimRNAweb"	"http://genesilico.pl/SimRNAweb"	"Tool"	"A web server for RNA 3D structure modeling with optional restraints"	1	"test"
2134	"PILGRM"	"http://pilgrm.princeton.edu"	"Tool"	"An interactive data-driven discovery platform for expert biologists"	1	"test"
2135	"PsRobot"	"http://omicslab.genetics.ac.cn/psRobot/"	"Tool"	"A web-based plant small RNA meta-analysis toolbox"	1	"test"
2136	"CePa"	"http://cran.r-project.org/web/packages/CePa/"	"Tool"	"An R package for finding significant pathways weighted by multiple network centralities"	1	"test"
2137	"DARIO"	"http://dario.bioinf.uni-leipzig.de/"	"Tool"	"A ncRNA detection and analysis tool for next-generation sequencing experiments"	1	"test"
2138	"CCAT"	"http://cat.princeton.edu"	"Tool"	"Combinatorial Code Analysis Tool for transcriptional regulation"	1	"test"
2139	"The Eukaryotic Promoter Database"	"http://epd.vital-it.ch"	"Tool"	"Expansion of EPDnew and new promoter analysis tools"	1	"test"
2140	"CRISPRmap"	"http://rna.informatik.uni-freiburg.de/CRISPRmap"	"Tool"	"An automated classification of repeat conservation in prokaryotic adaptive immune systems"	1	"test"
2141	"MetaKTSP"	"http://tsenglab.biostat.pitt.edu/software.htm"	"Tool"	"A meta-analytic top scoring pair method for robust cross-study validation of omics prediction analysis"	1	"test"
2142	"BioCIDER"	"https://goo.gl/Klc51G"	"Tool"	"A Contextualisation InDEx for biological Resources discovery"	1	"test"
2143	"MUGBAS"	"https://bitbucket.org/capemaster/mugbas"	"Tool"	"A species free gene-based programme suite for post-GWAS analysis"	1	"test"
2144	"CSCdb"	"http://bioinformatics.ustc.edu.cn/cscdb"	"Tool"	"A cancer stem cells portal for markers, related genes and functional information"	1	"test"
2145	"Muxstep"	"https://github.com/PetarV-/muxstep"	"Tool"	"An open-source C++ multiplex HMM library for making inferences on multiple data types"	1	"test"
2146	"Proteny"	"http://bioinformatics.tudelft.nl/dbl/software"	"Tool"	"Discovering and visualizing statistically significant syntenic clusters at the proteome level"	1	"test"
2147	"ontologyX"	"https://cran.r-project.org/web/packages/"	"Tool"	"A suite of R packages for working with ontological data"	1	"test"
2148	"YMDB 2.0"	"http://www.ymdb.ca/"	"Tool"	"A significantly expanded version of the yeast metabolome database"	1	"test"
2149	"SECA"	"http://neurogenetics.qimrberghofer.edu.au/SECA"	"Tool"	"SNP effect concordance analysis using genome-wide association summary results"	1	"test"
2150	"SIST"	"https://bitbucket.org/benhamlab/sist_codes"	"Tool"	"Stress-induced structural transitions in superhelical DNA"	1	"test"
2151	"Gener"	"http://www.cosbi.eu/research/prototypes/gener"	"Tool"	"A minimal programming module for chemical controllers based on DNA strand displacement"	1	"test"
2152	"MetaNetX.org"	"http://metanetx.org"	"Tool"	"A website and repository for accessing, analysing and manipulating metabolic networks"	1	"test"
2153	"PLRS"	"http://bioconductor.org"	"Tool"	"A flexible tool for the joint analysis of DNA copy number and mRNA expression data"	1	"test"
2154	"ProtocolNavigator"	"http://protocolnavigator.org/index.html"	"Tool"	"Emulation-based software for the design, documentation and reproduction biological experiments"	1	"test"
2155	"essaMEM"	"https://github.ugent.be/ComputationalBiology/essaMEM"	"Tool"	"Finding maximal exact matches using enhanced sparse suffix arrays"	1	"test"
2156	"DDIG-in"	"http://sparks-lab.org/ddig"	"Tool"	"Detecting disease-causing genetic variations due to frameshifting indels and nonsense mutations employing sequence and structural properties at nucleotide and protein levels"	1	"test"
2157	"GREAT"	"https://absynth.issb.genopole.fr/GREAT"	"Tool"	"A web portal for Genome Regulatory Architecture Tools"	1	"test"
2158	"DMEAS"	"http://sourceforge.net/projects/dmeas/files/"	"Tool"	"DNA methylation entropy analysis software"	1	"test"
2159	"Gencrypt"	"http://www.broadinstitute.org/software/gencrypt/"	"Tool"	"One-way cryptographic hashes to detect overlapping individuals across samples"	1	"test"
2160	"OrthoInspector 2.0"	"http://lbgi.fr/orthoinspector"	"Tool"	"Software and database updates"	1	"test"
2161	"Cypiripi"	"http://sfu-compbio.github.io/cypiripi"	"Tool"	"Exact genotyping of CYP2D6 using high-throughput sequencing data"	1	"test"
2162	"StructureFold"	"http://test.galaxyproject.org"	"Tool"	"Genome-wide RNA secondary structure mapping and reconstruction in vivo"	1	"test"
2163	"SEK"	"http://www.ee.kth.se/ctsoftware"	"Tool"	"Sparsity exploiting k-mer-based estimation of bacterial community composition"	1	"test"
2164	"PathVisio-Faceted Search"	"http://PathVisio.org/wiki/PathVisioFacetedSearchHelp"	"Tool"	"An exploration tool for multi-dimensional navigation of large pathways"	1	"test"
2165	"DLocalMotif"	"http://bioinf.scmb.uq.edu.au/dlocalmotif/"	"Tool"	"A discriminative approach for discovering local motifs in protein sequences"	1	"test"
2166	"Waggawagga"	"http://waggawagga.motorprotein.de"	"Tool"	"Comparative visualization of coiled-coil predictions and detection of stable single alpha-helices (SAH domains)"	1	"test"
2167	"Mirin"	"http://mirin.ym.edu.tw/"	"Tool"	"Identifying microRNA regulatory modules in protein–protein interaction networks"	1	"test"
2168	"Hybrid regulatory models"	"http://homepages.inf.ed.ac.uk/gsanguin/software.html"	"Tool"	"A statistically tractable approach to model regulatory network dynamics"	1	"test"
2169	"Cyclo-lib"	"http://cyclo-lib.mduse.com/"	"Tool"	"A database of computational molecular dynamics simulations of cyclodextrins"	1	"test"
2170	"TarBase 6.0"	"http://www.microrna.gr/tarbase"	"Tool"	"Capturing the exponential growth of miRNA targets with experimental support"	1	"test"
2171	"H-PoP and H-PoPG"	"https://github.com/MinzhuXie/H-PoPG"	"Tool"	"Heuristic partitioning algorithms for single individual haplotyping of polyploids"	1	"test"
2172	"The Biological Connection Markup Language"	"http://bcml.dc-atlas.net"	"Tool"	"A SBGN-compliant format for visualization, filtering and analysis of biological pathways"	1	"test"
2173	"DySC"	"http://code.google.com/p/dysc/"	"Tool"	"Software for greedy clustering of 16S rRNA reads"	1	"test"
2174	"EasyStrata"	"http://www.genepi-regensburg.de/easystrata/"	"Tool"	"Evaluation and visualization of stratified genome-wide association meta-analysis data"	1	"test"
2175	"Riborex"	"https://github.com/smithlabcode/riborex"	"Tool"	"Fast and flexible identification of differential translation from Ribo-seq data"	1	"test"
2176	"TSpred"	"http://mspc.bii.a-star.edu.sg/TSpred/"	"Tool"	"A web server for the rational design of temperature-sensitive mutants"	1	"test"
2177	"PTMcode v2"	"http://ptmcode.embl.de"	"Tool"	"A resource for functional associations of post-translational modifications within and between proteins"	1	"test"
2178	"SimLoRD"	"http://bioconda.github.io"	"Tool"	"Simulation of Long Read Data"	1	"test"
2179	"RADAR"	"http://RNAedit.com"	"Tool"	"A rigorously annotated database of A-to-I RNA editing"	1	"test"
2180	"mirDNMR"	"https://www.wzgenomics.cn/mirdnmr/"	"Tool"	"A gene-centered database of background de novo mutation rates in human"	1	"test"
2181	"gsrc"	"http://cran.r-project.org/web/packages/gsrc/"	"Tool"	"An R package for genome structure rearrangement calling"	1	"test"
2182	"MIEC-SVM"	"http://wanglab.ucsd.edu/MIEC-SVM"	"Tool"	"Automated pipeline for protein peptide/ligand interaction prediction"	1	"test"
2183	"BioM2MetDisease"	"http://www.bio-bigdata.com/BioM2MetDisease/"	"Tool"	"A manually curated database for associations between microRNAs, metabolites, small molecules and metabolic diseases"	1	"test"
2184	"BeCAS"	"http://bioinformatics.ua.pt/becas"	"Tool"	"Biomedical concept recognition services and visualization"	1	"test"
2185	"NOA"	"http://nrnb.org/tools/noa"	"Tool"	"A cytoscape plugin for network ontology analysis"	1	"test"
2186	"RPFdb"	"http://www.rpfdb.org"	"Tool"	"A database for genome wide information of translated mRNA generated from ribosome profiling"	1	"test"
2187	"yMap"	"https://github.com/CSB-KUL/yMap"	"Tool"	"An automated method to map yeast variants to protein modifications and functional regions"	1	"test"
2188	"MIPgen"	"http://shendurelab.github.io/MIPGEN/"	"Tool"	"Optimized modeling and design of molecular inversion probes for targeted resequencing"	1	"test"
2189	"VegaMC"	"http://bioconductor.org/packages/release/bioc/html/VegaMC.html"	"Tool"	"A R/bioconductor package for fast downstream analysis of large array comparative genomic hybridization datasets"	1	"test"
2190	"RiPPMiner"	"http://www.nii.ac.in/rippminer.html"	"Tool"	"A bioinformatics resource for deciphering chemical structures of RiPPs based on prediction of cleavage and cross-links"	1	"test"
2191	"MSAProbs-MPI"	"http://msaprobs.sourceforge.net"	"Tool"	"Parallel multiple sequence aligner for distributed-memory systems"	1	"test"
2192	"node.dating"	"https://github.com/brj1/node.dating"	"Tool"	"Dating ancestors in phylogenetic trees in R"	1	"test"
2193	"SubCons"	"http://subcons.bioinfo.se"	"Tool"	"A new ensemble method for improved human subcellular localization predictions"	1	"test"
2194	"RPI-Pred"	"http://ctsb.is.wfubmc.edu/projects/rpi-pred"	"Tool"	"Predicting ncRNA-protein interaction using sequence and structural information"	1	"test"
2195	"AffyRNADegradation"	"http://bioconductor.org/packages/release/bioc/html/AffyRNADegradation.html"	"Tool"	"Control and correction of RNA quality effects in GeneChip expression data"	1	"test"
2196	"LINCS Canvas Browser"	"http://www.maayanlab.net/LINCS/LCB"	"Tool"	"Interactive web app to query, browse and interrogate LINCS L1000 gene expression signatures"	1	"test"
2197	"slaMEM"	"http://github.com/fjdf/slaMEM/"	"Tool"	"Efficient retrieval of maximal exact matches using a sampled LCP array"	1	"test"
2198	"JAMSS"	"https://github.com/optimusmoose/JAMSS"	"Tool"	"Proteomics mass spectrometry simulation in Java"	1	"test"
2199	"When loss-of-function is loss of function"	"http://mutpred.mutdb.org"	"Tool"	"Assessing mutational signatures and impact of loss-of-function genetic variants"	1	"test"
2200	"OnlineCall"	"http://www.cerc.utexas.edu/OnlineCall/"	"Tool"	"Fast online parameter estimation and base calling for illumina's next-generation sequencing"	1	"test"
2201	"e23D"	"http://www.sheba-cancer.org.il/e23D"	"Tool"	"Database and visualization of A-to-I RNA editing sites mapped to 3D protein structures"	1	"test"
2202	"PDBFlex"	"http://pdbflex.org"	"Tool"	"Exploring flexibility in protein structures"	1	"test"
2203	"FamLBL"	"http://www.stat.osu.edu/~statgen/SOFTWARE/LBL/"	"Tool"	"Detecting rare haplotype disease association based on common SNPs using case-parent triads"	1	"test"
2204	"D-Tailor"	"https://sourceforge.net/projects/dtailor/"	"Tool"	"Automated analysis and design of DNA sequences"	1	"test"
2205	"PGAT"	"http://nwrce.org/pgat"	"Tool"	"A multistrain analysis resource for microbial genomes"	1	"test"
2206	"MD-TASK"	"https://github.com/RUBi-ZA/MD-TASK"	"Tool"	"A software suite for analyzing molecular dynamics trajectories"	1	"test"
2207	"NucleoFinder"	"https://sites.google.com/site/beckerjeremie/"	"Tool"	"A statistical approach for the detection of nucleosome positions"	1	"test"
2208	"SPINAL"	"http://code.google.com/p/spinal/"	"Tool"	"Scalable protein interaction network alignment"	1	"test"
2209	"APPEX"	"http://www.appex.kr"	"Tool"	"Analysis platform for the identification of prognostic gene expression signatures in cancer"	1	"test"
2210	"FSuite"	"http://genestat.cephb.fr/software/index.php/FSuite"	"Tool"	"Exploiting inbreeding in dense SNP chip and exome data"	1	"test"
2211	"GSP"	"https://github.com/bioinfogenome/GSP"	"Tool"	"A web-based platform for designing genome-specific primers in polyploids"	1	"test"
2212	"Enlight"	"http://enlight.usc.edu"	"Tool"	"Web-based integration of GWAS results with biological annotations"	1	"test"
2213	"idTarget"	"http://idtarget.rcas.sinica.edu.tw"	"Tool"	"A web server for identifying protein targets of small chemical molecules with robust scoring functions and a divide-and-conquer docking approach"	1	"test"
2214	"ecoPrimers"	"http://www.grenoble.prabi.fr/trac/ecoPrimers"	"Tool"	"Inference of new DNA barcode markers from whole genome sequence analysis"	1	"test"
2215	"DSSR"	"http://x3dna.org/"	"Tool"	"An integrated software tool for dissecting the spatial structure of RNA"	1	"test"
2216	"BMRF-Net"	"http://sourceforge.net/projects/bmrfcjava/"	"Tool"	"A software tool for identification of protein interaction subnetworks by a bagging Markov random field-based method"	1	"test"
2217	"QCGWAS"	"http://cran.r-project.org/web/packages/QCGWAS"	"Tool"	"A flexible R package for automated quality control of genome-wide association results"	1	"test"
2218	"PconsD"	"http://d.pcons.net/"	"Tool"	"Ultra rapid, accurate model quality assessment for protein structure prediction"	1	"test"
2219	"ClustVis"	"http://biit.cs.ut.ee/clustvis/"	"Tool"	"A web tool for visualizing clustering of multivariate data using Principal Component Analysis and heatmap"	1	"test"
2220	"GenProBiS"	"http://genprobis.insilab.org"	"Tool"	"Web server for mapping of sequence variants to protein binding sites"	1	"test"
2221	"AraNet v2"	"http://www.inetbio.org/aranet"	"Tool"	"An improved database of co-functional gene networks for the study of Arabidopsis thaliana and 27 other nonmodel plant species"	1	"test"
2222	"JEPEG"	"http://code.google.com/p/jepeg/"	"Tool"	"A summary statistics based tool for gene-level joint testing of functional variants"	1	"test"
2223	"CMWeb"	"http://cmweb.enzim.hu"	"Tool"	"An interactive on-line tool for analysing residue–residue contacts and contact prediction methods"	1	"test"
2224	"Mendel-GPU"	"http://code.google.com/p/mendel-gpu/"	"Tool"	"Haplotyping and genotype imputation on graphics processing units"	1	"test"
2225	"DACTAL"	"http://www.cs.utexas.edu/users/phylo/software/dactal"	"Tool"	"Divide-and-conquer trees (almost) without alignments"	1	"test"
2226	"diCal-IBD"	"http://sourceforge.net/projects/dical-ibd"	"Tool"	"Demography-aware inference of identity-by-descent tracts in unrelated individuals"	1	"test"
2227	"The Newick utilities"	"http://cegg.unige.ch/newick_utils"	"Tool"	"High-throughput phylogenetic tree processing in the U shell"	1	"test"
2228	"dbPEC"	"http://ptbdb.cs.brown.edu/dbpec/"	"Tool"	"A comprehensive literature-based database for preeclampsia related genes and phenotypes"	1	"test"
2229	"FREGAT"	"https://cran.r-project.org/web/packages/FREGAT/index.html"	"Tool"	"An R package for region-based association analysis"	1	"test"
2230	"GenCLiP 2.0"	"http://ci.smu.edu.cn"	"Tool"	"A web server for functional clustering of genes and construction of molecular networks based on free terms"	1	"test"
2231	"NRGC"	"http://www.engr.uconn.edu/~rajasek/NRGC.zip"	"Tool"	"A novel referential genome compression algorithm"	1	"test"
